Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Jos d'Argent de Albuquerque,0,25.0,186.0,86.0,Portugal,POR,1,1960,Roma,Fencing,"Fencing Men's epee, Individual", 
Mariano Antonelli,0,27.0,169.0,72.0,Italy,ITA,1,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres", 
Cheng Fei,0,16.0,152.0,43.0,China,CHN,1,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault, 
Isabelle Brasseur (-Marval),0,21.0,150.0,44.0,Canada-1,CAN,0,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,Bronze
Otilia Bdescu,0,33.0,160.0,58.0,Romania,ROU,1,2004,Athina,Table Tennis,Table Tennis Women's Singles, 
Ahmed Naseer Bunda,0,28.0,165.0,57.0,Pakistan,PAK,1,1960,Roma,Hockey,Hockey Men's Hockey,Gold
Martins Dukurs,0,25.0,178.0,75.0,Latvia,LAT,0,2010,Vancouver,Skeleton,Skeleton Men's Skeleton,Silver
Ivana erisilo (Stankovi-),0,24.0,188.0,68.0,Serbia,SRB,1,2008,Beijing,Volleyball,Volleyball Women's Volleyball, 
John William Blockey,0,35.0,181.0,102.0,Great Britain-2,GBR,0,1968,Grenoble,Bobsleigh,Bobsleigh Men's Four, 
Muriel Evelyn Davis-Grossfeld,0,16.0,160.0,50.0,United States,USA,1,1956,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise, 
Jos Luis del Villar Galn,0,33.0,185.0,80.0,Spain,ESP,1,1976,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres", 
Youns Es-Salhi,0,23.0,180.0,64.0,Morocco,MAR,1,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres", 
Carl-Erik Mauritz Eriksson,0,53.0,173.0,82.0,Sweden,SWE,0,1984,Sarajevo,Bobsleigh,Bobsleigh Men's Two, 
David Campbell-James,0,34.0,175.0,69.0,Great Britain,GBR,1,1984,Los Angeles,Sailing,Sailing Mixed Multihull, 
Ralf Drecoll,0,20.0,185.0,82.0,Germany,GER,1,1964,Tokyo,Athletics,Athletics Men's High Jump, 
Pedro Diz Espeleta,0,20.0,176.0,63.0,Argentina,ARG,1,1964,Tokyo,Swimming,Swimming Men's 200 metres Backstroke, 
Aleksandr Sergeyevich Dorozhko,0,22.0,172.0,67.0,Belarus,BLR,0,2014,Sochi,Biathlon,Biathlon Men's 20 kilometres, 
Vasil Dobrev,0,24.0,175.0,73.0,Bulgaria,BUL,1,1972,Munich,Swimming,Swimming Men's 200 metres Butterfly, 
Igor Astarloa Askasibar,0,28.0,171.0,60.0,Spain,ESP,1,2004,Athina,Cycling,"Cycling Men's Road Race, Individual", 
Vlad Bogdan Cotuna,0,21.0,163.0,62.0,Romania,ROU,1,2012,London,Gymnastics,Gymnastics Men's Rings, 
Alessio Bolognani,0,22.0,181.0,66.0,Italy,ITA,0,2006,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team", 
Udo Beyer,0,33.0,195.0,135.0,East Germany,GDR,1,1988,Seoul,Athletics,Athletics Men's Shot Put, 
Choucri Atafi,0,30.0,180.0,96.0,Morocco,MAR,1,2012,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman", 
Giovanni Bossi,0,22.0,172.0,64.0,Italy,ITA,1,1976,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team", 
Kirsti Biermann,0,21.0,172.0,65.0,Norway,NOR,0,1972,Sapporo,Speed Skating,Speed Skating Women's 500 metres, 
Yosvany Aguilera Zamora,0,21.0,163.0,54.0,Cuba,CUB,1,1996,Atlanta,Boxing,Boxing Men's Light-Flyweight, 
Jos Roberto Diiz Aranha,0,17.0,191.0,82.0,Brazil,BRA,1,1968,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
Noe Balvin Puerta,0,29.0,168.0,68.0,Colombia,COL,1,1960,Roma,Shooting,"Shooting Men's Free Pistol, 50 metres", 
Pter Bakonyi (Buchwald-),0,26.0,183.0,71.0,Hungary,HUN,1,1964,Tokyo,Fencing,"Fencing Men's Sabre, Individual", 
Ren Araou,0,21.0,178.0,98.0,France,FRA,1,1924,Paris,Rugby,Rugby Men's Rugby,Silver
Kariman Abuljadayel,0,22.0,180.0,70.0,Saudi Arabia,KSA,1,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres, 
"Eleftherios ""Lefteris"" Fafalis",0,21.0,180.0,77.0,Greece,GRE,0,1998,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres, 
Gabriel Bularda,0,26.0,190.0,87.0,Romania,ROU,1,1980,Moskva,Rowing,Rowing Men's Coxed Pairs, 
Elena Ceampelea,0,17.0,162.0,53.0,Romania,ROU,1,1964,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise, 
Jorge Cuervo Rivero,0,22.0,170.0,74.0,Cuba,CUB,1,1972,Munich,Gymnastics,Gymnastics Men's Horse Vault, 
Ignacio Alcorta Azproz,0,22.0,182.0,73.0,Spain,ESP,1,1960,Roma,Rowing,Rowing Men's Coxed Eights, 
Frank Dittrich,0,30.0,189.0,78.0,Germany,GER,0,1998,Nagano,Speed Skating,"Speed Skating Men's 5,000 metres", 
An Hyo-Ju,0,28.0,168.0,54.0,South Korea,KOR,1,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey, 
Alemitu Bekele Degfa,0,30.0,165.0,48.0,Turkey,TUR,1,2008,Beijing,Athletics,"Athletics Women's 5,000 metres", 
Khaled Al-Eid,0,27.0,175.0,57.0,Saudi Arabia,KSA,1,1996,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual", 
Istvn (Stefan von) Dvn,0,21.0,170.0,61.0,Hungary,HUN,1,1912,Stockholm,Athletics,Athletics Men's 400 metres, 
Antoine Boussombo,0,28.0,178.0,69.0,Gabon,GAB,1,1996,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay, 
Federico Carlos Fernndez Senderos,0,36.0,173.0,80.0,Mexico,MEX,1,2004,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team", 
Pierre Desjardins,0,25.0,181.0,72.0,Mad Dog,CAN,1,1960,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy, 
Zoltn Czukor,0,41.0,187.0,74.0,Hungary,HUN,1,2004,Athina,Athletics,Athletics Men's 50 kilometres Walk, 
Bevan John Docherty,0,27.0,185.0,71.0,New Zealand,NZL,1,2004,Athina,Triathlon,Triathlon Men's Olympic Distance,Silver
Isabelle Arnould,0,17.0,181.0,67.0,Belgium,BEL,1,1988,Seoul,Swimming,Swimming Women's 400 metres Freestyle, 
Christina Tracy Boxer-Cahill,0,23.0,164.0,51.0,Great Britain,GBR,1,1980,Moskva,Athletics,Athletics Women's 800 metres, 
Michael Robert Carr-Hartley,0,30.0,183.0,84.0,Kenya,KEN,1,1972,Munich,Shooting,Shooting Mixed Trap, 
Jean-Marc Chouinard,0,20.0,187.0,82.0,Canada,CAN,1,1984,Los Angeles,Fencing,"Fencing Men's epee, Individual", 
Timo Boll,0,23.0,181.0,74.0,Germany-2,GER,1,2004,Athina,Table Tennis,Table Tennis Men's Doubles, 
Agnese boltia,0,17.0,166.0,60.0,Latvia,LAT,0,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom, 
Steven James Burke,0,24.0,183.0,78.0,Great Britain,GBR,1,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Isabel Samboyo Fernandes,0,27.0,180.0,89.0,Angola,ANG,1,2012,London,Handball,Handball Women's Handball, 
Brigita Bukovec,0,22.0,168.0,55.0,Slovenia,SLO,1,1992,Barcelona,Athletics,Athletics Women's 100 metres Hurdles, 
Anton Sergeyevich Belov,0,27.0,192.0,92.0,Russia,RUS,0,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Vanya Dermendzhieva,0,21.0,180.0,69.0,Bulgaria,BUL,1,1980,Moskva,Basketball,Basketball Women's Basketball,Silver
Nuria Belchi Ibez,0,15.0,151.0,41.0,Spain,ESP,1,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around, 
Pierre Blacks,0,27.0,182.0,75.0,Belgium,BEL,1,1976,Montreal,Archery,Archery Men's Individual, 
Franz Betz,0,24.0,173.0,65.0,West Germany,FRG,0,1976,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
Marcel Coppin,0,24.0,178.0,80.0,Luxembourg,LUX,1,1952,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars, 
Grace Bakari,0,30.0,167.0,48.0,Ghana,GHA,1,1984,Los Angeles,Athletics,Athletics Women's 800 metres, 
Oksana Anatolyevna Dorodnova,0,30.0,178.0,82.0,Russia,RUS,1,2004,Athina,Rowing,Rowing Women's Quadruple Sculls, 
Antal Dunai (Dujmov),0,25.0,183.0,78.0,Hungary,HUN,1,1968,Mexico City,Football,Football Men's Football,Gold
Sandra Azn Canalda,0,26.0,171.0,68.0,Spain,ESP,1,2000,Sydney,Sailing,Sailing Women's Two Person Dinghy, 
Rmulo Duncan Arantes Filho,0,15.0,185.0,75.0,Brazil,BRA,1,1972,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
Ivana Bursov,0,27.0,167.0,55.0,Czech Republic,CZE,1,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet, 
Mara Luisa Calle Williams,0,39.0,170.0,51.0,Colombia,COL,1,2008,Beijing,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres", 
Ezequiel Mendonca Canrio,0,24.0,181.0,61.0,Portugal,POR,1,1984,Los Angeles,Athletics,"Athletics Men's 5,000 metres", 
Laura Bettega,0,24.0,170.0,57.0,Italy,ITA,0,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres, 
Victorina Bora,0,28.0,175.0,70.0,Romania,ROU,1,2000,Sydney,Handball,Handball Women's Handball, 
Damdinjavyn Bandi,0,30.0,179.0,68.0,Mongolia,MGL,1,1972,Munich,Boxing,Boxing Men's Welterweight, 
Migsey Dussu Armian,0,28.0,170.0,65.0,Cuba,CUB,1,2000,Sydney,Fencing,"Fencing Women's Foil, Individual", 
Kevin S. Eastler,0,30.0,185.0,77.0,United States,USA,1,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk, 
Marco De Luca,0,27.0,188.0,70.0,Italy,ITA,1,2008,Beijing,Athletics,Athletics Men's 50 kilometres Walk, 
"Jacques Poindexter ""Jake"" Fiechter",0,22.0,194.0,93.0,United States,USA,1,1968,Mexico City,Rowing,Rowing Men's Coxed Eights, 
"Josef ""Pepi"" Bader",0,30.0,188.0,90.0,West Germany-1,FRG,0,1972,Sapporo,Bobsleigh,Bobsleigh Men's Two,Silver
Chen Xianjun,0,22.0,172.0,65.0,China,CHN,1,1996,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres", 
Lidia Drgnescu,0,32.0,179.0,74.0,Romania,ROU,1,2000,Sydney,Handball,Handball Women's Handball, 
Dan Cristea,0,19.0,173.0,65.0,Romania,ROU,0,1968,Grenoble,Alpine Skiing,Alpine Skiing Men's Slalom, 
Vladimr Andrs,0,27.0,176.0,75.0,Czechoslovakia,TCH,1,1964,Tokyo,Rowing,Rowing Men's Double Sculls,Bronze
Ding Jilian,0,20.0,166.0,60.0,China,CHN,1,1984,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay, 
Hana ern (-Netrefov),0,26.0,172.0,60.0,Czech Republic,CZE,1,2000,Sydney,Swimming,Swimming Women's 800 metres Freestyle, 
Javier Bermejo Merino,0,29.0,190.0,77.0,Spain,ESP,1,2008,Beijing,Athletics,Athletics Men's High Jump, 
Enrique Brol Cardenas,0,37.0,181.0,73.0,Guatemala,GUA,1,2016,Rio de Janeiro,Shooting,Shooting Men's Double Trap, 
Richard Duncan,0,22.0,190.0,80.0,Canada,CAN,1,1996,Atlanta,Athletics,Athletics Men's Long Jump, 
Chen Chih-Fu,0,25.0,168.0,58.0,Chinese Taipei,TPE,1,1968,Mexico City,Sailing,Sailing Mixed Three Person Keelboat, 
Peter Clausen,0,24.0,192.0,84.0,Denmark,DEN,1,1988,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres", 
Vasile Boldescu,0,26.0,178.0,80.0,Romania,ROU,0,1968,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Yulieth Paola Domnguez Ochoa,0,18.0,164.0,54.0,Colombia,COL,1,2012,London,Football,Football Women's Football, 
Udey Chand,0,33.0,175.0,70.0,India,IND,1,1968,Mexico City,Wrestling,"Wrestling Men's Lightweight, Freestyle", 
Diane Lynn Dixon (-Trouse),0,23.0,165.0,54.0,United States,USA,1,1988,Seoul,Athletics,Athletics Women's 400 metres, 
Lszl Dvork,0,31.0,180.0,86.0,Hungary,HUN,1,1996,Atlanta,Wrestling,"Wrestling Men's Middleweight, Freestyle", 
Vasyl Ivanovych Anisimov,0,26.0,180.0,78.0,Soviet Union,URS,1,1964,Tokyo,Athletics,Athletics Men's 400 metres Hurdles, 
Shakeel Abbasi,0,24.0,165.0,60.0,Pakistan,PAK,1,2008,Beijing,Hockey,Hockey Men's Hockey, 
Marco Falchetto,0,22.0,180.0,73.0,Austria,AUT,1,1996,Atlanta,Fencing,"Fencing Men's Foil, Team", 
Lorenzo Carri Esteban,0,22.0,176.0,100.0,Spain,ESP,1,1996,Atlanta,Weightlifting,Weightlifting Men's Heavyweight I, 
Kamel Al-Alouini,0,24.0,187.0,86.0,Tunisia,TUN,1,2012,London,Handball,Handball Men's Handball, 
Morgan Andersen,0,21.0,177.0,80.0,Norway,NOR,0,1988,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Mohamed Jaman Al-Dosari,0,26.0,167.0,60.0,Saudi Arabia,KSA,1,1972,Munich,Athletics,Athletics Men's 400 metres, 
Alessandro Calvi,0,25.0,197.0,75.0,Italy,ITA,1,2008,Beijing,Swimming,Swimming Men's 50 metres Freestyle, 
Ottavio Cogliati,0,21.0,173.0,69.0,Italy,ITA,1,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Giulia Enrica Emmolo,0,20.0,171.0,67.0,Italy,ITA,1,2012,London,Water Polo,Water Polo Women's Water Polo, 
Maria Cocuzza,0,15.0,165.0,55.0,Italy,ITA,1,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars, 
John Bogie,0,24.0,175.0,64.0,Kenya,KEN,1,1988,Seoul,Judo,Judo Men's Half-Lightweight, 
Allyson Michelle Felix,0,30.0,168.0,56.0,United States,USA,1,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Silver
Glenn Stuart Beringen,0,19.0,185.0,72.0,Australia,AUS,1,1984,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley, 
Michael Robert Carr-Hartley,0,42.0,183.0,84.0,Kenya,KEN,1,1984,Los Angeles,Shooting,Shooting Mixed Trap, 
Horst Astroth,0,36.0,176.0,68.0,Germany,GER,1,1960,Roma,Athletics,Athletics Men's 50 kilometres Walk, 
Aaron Arthur Cook,0,25.0,183.0,80.0,Moldova,MDA,1,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight, 
Alan Herbert Bray,0,35.0,178.0,65.0,Great Britain,GBR,1,1964,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres", 
"Spyridon ""Spyros"" Bitsakis",0,19.0,200.0,86.0,Greece,GRE,1,2000,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
Valentin Chistyakov,0,24.0,192.0,85.0,Soviet Union,URS,1,1964,Tokyo,Athletics,Athletics Men's 110 metres Hurdles, 
Valentina Neli Elisei (Ardean-),0,26.0,172.0,64.0,Romania,ROU,1,2008,Beijing,Handball,Handball Women's Handball, 
Chiu Hin Chun,0,21.0,176.0,73.0,Hong Kong,HKG,1,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls, 
Luis del Cerro Forn,0,44.0,170.0,73.0,Spain,ESP,1,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres", 
Zdenk Bobrovsk,0,18.0,186.0,83.0,Czechoslovakia,TCH,1,1952,Helsinki,Basketball,Basketball Men's Basketball, 
Eliza Biakowska,0,15.0,162.0,46.0,Poland,POL,1,1988,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual, 
Marios Athanasiadis,0,25.0,179.0,70.0,Cyprus,CYP,1,2012,London,Cycling,"Cycling Men's Mountainbike, Cross-Country", 
Slavcho Todorov Batinkov,0,22.0,178.0,64.0,Bulgaria,BUL,0,1992,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit, 
Romeo Brin,0,23.0,170.0,64.0,Philippines,PHI,1,1996,Atlanta,Boxing,Boxing Men's Lightweight, 
Yoel Segundo Finol Rivas,0,19.0,168.0,52.0,Venezuela,VEN,1,2016,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Bronze
Ren Arpin,0,32.0,173.0,76.0,France,FRA,0,1976,Innsbruck,Biathlon,Biathlon Men's 20 kilometres, 
Jaroslav Bm,0,29.0,171.0,65.0,Czechoslovakia,TCH,1,1960,Roma,Gymnastics,Gymnastics Men's Horse Vault, 
Drago Cristian Coman,0,19.0,176.0,62.0,Romania,ROU,1,2000,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle", 
Karin Boldemann,0,19.0,158.0,52.0,Germany,GER,1,1960,Roma,Gymnastics,Gymnastics Women's Balance Beam, 
Bazarbek Orynbayuly Donbay,0,25.0,167.0,60.0,Kazakhstan,KAZ,1,2004,Athina,Judo,Judo Men's Extra-Lightweight, 
Andreas Bronst,0,22.0,171.0,65.0,East Germany,GDR,1,1980,Moskva,Gymnastics,Gymnastics Men's Parallel Bars, 
Hilary John Fernandes,0,22.0,172.0,60.0,Kenya,KEN,1,1960,Roma,Hockey,Hockey Men's Hockey, 
Slavcho Todorov Batinkov,0,32.0,178.0,64.0,Bulgaria,BUL,0,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit, 
Rui Pinto de Abreu,0,15.0,177.0,64.0,Portugal,POR,1,1976,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
Jackson Chanet,0,22.0,173.0,91.0,France,FRA,1,2000,Sydney,Boxing,Boxing Men's Heavyweight, 
Anna Arkhipenko,0,25.0,175.0,62.0,Belarus,BLR,1,2008,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual, 
Laurence Brize,0,36.0,158.0,55.0,France,FRA,1,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres", 
Loredana Boboc,0,16.0,139.0,32.0,Romania,ROU,1,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
Marion Clignet,0,32.0,170.0,60.0,France,FRA,1,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual", 
Jacques Lopold Degats,0,22.0,180.0,76.0,France,FRA,1,1952,Helsinki,Athletics,Athletics Men's 400 metres, 
Stefano Brecciaroli,0,29.0,177.0,71.0,Italy,ITA,1,2004,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual", 
Bernard Blondeau,0,32.0,173.0,75.0,France,FRA,1,1976,Montreal,Shooting,Shooting Mixed Trap, 
Birabongse Bhanudej Bhanubandh,0,46.0,158.0,62.0,Siames-Cat,THA,1,1960,Roma,Sailing,Sailing Mixed Two Person Keelboat, 
Andrew Clough,0,22.0,180.0,70.0,Great Britain-1,GBR,1,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom", 
Reema Abdo,0,21.0,173.0,59.0,Canada,CAN,1,1984,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke, 
Julius Brink,0,26.0,186.0,85.0,Germany-2,GER,1,2008,Beijing,Beach Volleyball,Beach Volleyball Men's Beach Volleyball, 
Roberto De Piero,0,29.0,183.0,85.0,Italy,ITA,0,1984,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Kyle Dodd,0,22.0,178.0,80.0,South Africa,RSA,1,2016,Rio de Janeiro,Cycling,Cycling Men's BMX, 
Anton Viktorovich Astakhov,0,29.0,176.0,85.0,Russia,RUS,1,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet, 
Gyrgy Fetter,0,24.0,180.0,74.0,Hungary,HUN,1,1988,Seoul,Athletics,Athletics Men's 100 metres, 
"Philip Aron ""Phil"" Edwards",0,20.0,176.0,64.0,Canada,CAN,1,1928,Amsterdam,Athletics,Athletics Men's 400 metres, 
Daiane Garcia dos Santos,0,21.0,145.0,45.0,Brazil,BRA,1,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault, 
Bruce Featherston,0,20.0,182.0,76.0,Australia,AUS,1,1972,Munich,Swimming,Swimming Men's 200 metres Individual Medley, 
Brian Fatih,0,39.0,191.0,109.0,United States,USA,1,2012,London,Sailing,Sailing Men's Two Person Keelboat, 
Nicolae Cristea,0,26.0,168.0,57.0,Romania,ROU,1,1968,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle", 
"Nani Rahayu ""Yayuk"" Basuki-Suharyadi",0,29.0,165.0,55.0,Indonesia,INA,1,2000,Sydney,Tennis,Tennis Women's Doubles, 
Istvn Brczi,0,27.0,172.0,65.0,Hungary,HUN,1,1972,Munich,Gymnastics,Gymnastics Men's Team All-Around, 
Alena ernkov,0,14.0,152.0,43.0,Czechoslovakia,TCH,1,1976,Montreal,Gymnastics,Gymnastics Women's Floor Exercise, 
Albert Burger,0,24.0,176.0,70.0,West Germany,FRG,0,1980,Lake Placid,Alpine Skiing,Alpine Skiing Men's Slalom, 
Daiane Garcia dos Santos,0,21.0,145.0,45.0,Brazil,BRA,1,2004,Athina,Gymnastics,Gymnastics Women's Individual All-Around, 
Bruno Banzer,0,25.0,173.0,65.0,Liechtenstein,LIE,1,1972,Munich,Gymnastics,Gymnastics Men's Floor Exercise, 
Zdeno Chra,0,36.0,206.0,116.0,Slovakia,SVK,0,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Philippe Colin,0,28.0,200.0,88.0,France,FRA,1,2008,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres", 
Khristo Dimitrov,0,27.0,174.0,88.0,Bulgaria,BUL,1,1996,Atlanta,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman", 
"Peter M. ""Pete"" Cipollone",0,29.0,154.0,55.0,United States,USA,1,2000,Sydney,Rowing,Rowing Men's Coxed Eights, 
Marie-Louise Drger,0,35.0,170.0,59.0,Germany,GER,1,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls, 
Laura de Witte,0,20.0,173.0,61.0,Netherlands,NED,1,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay, 
"Gregory Laurie ""Greg"" Benko",0,27.0,182.0,59.0,Australia,AUS,1,1980,Moskva,Fencing,"Fencing Men's epee, Individual", 
Jergu Baa,0,29.0,188.0,96.0,Slovakia,SVK,0,1994,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Vanessa Amors Quiles,0,29.0,165.0,62.0,Spain,ESP,1,2012,London,Handball,Handball Women's Handball,Bronze
Giovanni Anni,0,24.0,162.0,59.0,Italy,ITA,1,1960,Roma,Hockey,Hockey Men's Hockey, 
Byeon Sang-Su,0,24.0,176.0,70.0,South Korea,KOR,1,1988,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres", 
Jessica Chesney-Krten,0,34.0,168.0,60.0,Ireland,IRL,1,2004,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team", 
Igor Cassina,0,23.0,180.0,73.0,Italy,ITA,1,2000,Sydney,Gymnastics,Gymnastics Men's Rings, 
Leif Georg Folke Bengtsson,0,23.0,180.0,78.0,Sweden,SWE,0,1968,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Nicola Ercolani,0,24.0,192.0,96.0,San Marino,SMR,0,1994,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
Michael Benjamin Blatchford,0,22.0,178.0,82.0,United States,USA,1,2008,Beijing,Cycling,Cycling Men's Sprint, 
Cyro Marques Delgado,0,23.0,182.0,76.0,Brazil,BRA,1,1984,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
Carsten Bergemann,0,25.0,196.0,102.0,Germany,GER,1,2004,Athina,Cycling,"Cycling Men's 1,000 metres Time Trial", 
Boucader Diallo,0,19.0,180.0,77.0,Mali,MLI,1,2004,Athina,Football,Football Men's Football, 
Khrysa Biskitzi,0,21.0,170.0,59.0,Greece,GRE,1,1996,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls, 
Robbie Ian Brightwell,0,24.0,188.0,81.0,Great Britain,GBR,1,1964,Tokyo,Athletics,Athletics Men's 400 metres, 
Gary J. Dilley,0,19.0,186.0,75.0,United States,USA,1,1964,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,Silver
Christoffer Trentemller Faarup,0,21.0,190.0,95.0,Denmark,DEN,0,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Combined, 
Facundo Campazzo,0,21.0,181.0,85.0,Argentina,ARG,1,2012,London,Basketball,Basketball Men's Basketball, 
Simon John Elliott,0,34.0,183.0,86.0,New Zealand,NZL,1,2008,Beijing,Football,Football Men's Football, 
Feng Zhe,0,24.0,160.0,58.0,China,CHN,1,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Alex Antor Seignourel,0,26.0,187.0,85.0,Andorra,AND,0,2006,Torino,Alpine Skiing,Alpine Skiing Men's Downhill, 
Jol Despaigne Charles,0,30.0,194.0,97.0,Cuba,CUB,1,1996,Atlanta,Volleyball,Volleyball Men's Volleyball, 
Oksana Aleksandrovna Chusovitina,0,33.0,153.0,43.0,Germany,GER,1,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Silver
Roger Federer,0,26.0,185.0,80.0,Switzerland,SUI,1,2008,Beijing,Tennis,Tennis Men's Singles, 
Ana erek,0,17.0,164.0,58.0,Croatia,CRO,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam, 
Giovanna Aldegani,0,19.0,170.0,80.0,Italy,ITA,1,1996,Atlanta,Archery,Archery Women's Individual, 
Elbieta Rozalia Apostolska (-Kamiska),0,20.0,159.0,56.0,Poland,POL,1,1964,Tokyo,Gymnastics,Gymnastics Women's Team All-Around, 
Annamari Mykhailivna Chundak,0,23.0,165.0,57.0,Ukraine,UKR,0,2014,Sochi,Snowboarding,Snowboarding Women's Parallel Slalom, 
Bernd Bransch,0,31.0,180.0,76.0,East Germany,GDR,1,1976,Montreal,Football,Football Men's Football,Gold
"James Henry ""Jim"" Duncan",0,24.0,178.0,86.0,United States,USA,1,1912,Stockholm,Athletics,Athletics Men's Discus Throw,Bronze
Raida Abdallah Bader,0,19.0,158.0,49.0,Jordan,JOR,1,1984,Los Angeles,Athletics,"Athletics Women's 3,000 metres", 
Vra slavsk (-Odloilov),0,18.0,160.0,58.0,Czechoslovakia,TCH,1,1960,Roma,Gymnastics,Gymnastics Women's Individual All-Around, 
Pavel Benc,0,30.0,172.0,70.0,Czech Republic,CZE,0,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
Pierre-Alain Dufaux,0,39.0,172.0,64.0,Switzerland,SUI,1,1988,Seoul,Shooting,"Shooting Men's Air Rifle, 10 metres", 
Bruno Miguel Gomes Castanheira,0,23.0,181.0,70.0,Portugal,POR,1,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual", 
